Date,Vegetable,Price,Location,Farmer
2023-05-25,Cauliflower,24.89,Tambaram,Farmer A
2023-05-25,Broccoli,32.64,Adyar,Farmer D
2023-05-25,Eggplant,24.73,Kodambakkam,Farmer D
2023-05-25,Capsicum,36.89,Thiruvanmiyur,Farmer H
2023-05-26,Tomato,15.63,Velachery,Farmer G
2023-05-26,Potato,14.65,Adyar,Farmer D
2023-05-26,Onion,27.28,Guindy,Farmer I
2023-05-26,Carrot,27.94,Adyar,Farmer F
2023-05-26,Cabbage,22.24,T. Nagar,Farmer G
2023-05-26,Spinach,10.14,T. Nagar,Farmer E
2023-05-26,Cauliflower,26.07,Thiruvanmiyur,Farmer J
2023-05-26,Broccoli,32.35,Thiruvanmiyur,Farmer C
2023-05-26,Eggplant,29.89,Velachery,Farmer E
2023-05-26,Capsicum,39.55,Guindy,Farmer C
2023-05-27,Tomato,18.11,Anna Nagar,Farmer J
2023-05-27,Potato,11.5,Kodambakkam,Farmer D
2023-05-27,Onion,28.85,Anna Nagar,Farmer B
2023-05-27,Carrot,23.64,Adyar,Farmer I
2023-05-27,Cabbage,18.17,T. Nagar,Farmer A
2023-05-27,Spinach,8.29,Chromepet,Farmer C
2023-05-27,Cauliflower,25.59,T. Nagar,Farmer H
2023-05-27,Broccoli,37.8,T. Nagar,Farmer H
2023-05-27,Eggplant,23.71,Potheri,Farmer C
2023-05-27,Capsicum,42.95,Tambaram,Farmer G
2023-05-28,Tomato,21.94,Adyar,Farmer E
2023-05-28,Potato,12.81,Chromepet,Farmer H
2023-05-28,Onion,31.78,Potheri,Farmer E
2023-05-28,Carrot,29.14,Anna Nagar,Farmer E
2023-05-28,Cabbage,16.11,Chromepet,Farmer J
2023-05-28,Spinach,13.53,Kodambakkam,Farmer G
2023-05-28,Cauliflower,19.39,Potheri,Farmer F
2023-05-28,Broccoli,38.64,Thiruvanmiyur,Farmer H
2023-05-28,Eggplant,32.71,Potheri,Farmer B
2023-05-28,Capsicum,36.72,T. Nagar,Farmer E
2023-05-29,Tomato,20.99,Thiruvanmiyur,Farmer H
2023-05-29,Potato,13.82,Anna Nagar,Farmer A
2023-05-29,Onion,26.69,Guindy,Farmer A
2023-05-29,Carrot,29.73,Anna Nagar,Farmer F
2023-05-29,Cabbage,13.5,Potheri,Farmer F
2023-05-29,Spinach,12.87,Chromepet,Farmer E
2023-05-29,Cauliflower,23.0,Chromepet,Farmer F
2023-05-29,Broccoli,33.57,Guindy,Farmer A
2023-05-29,Eggplant,23.21,Adyar,Farmer A
2023-05-29,Capsicum,40.3,Chromepet,Farmer E
2023-05-30,Tomato,24.36,Thiruvanmiyur,Farmer C
2023-05-30,Potato,11.85,Thiruvanmiyur,Farmer B
2023-05-30,Onion,34.21,Chromepet,Farmer B
2023-05-30,Carrot,25.49,Kodambakkam,Farmer J
2023-05-30,Cabbage,18.04,Potheri,Farmer D
2023-05-30,Spinach,11.98,Chromepet,Farmer J
2023-05-30,Cauliflower,17.46,Thiruvanmiyur,Farmer C
2023-05-30,Broccoli,33.73,Chromepet,Farmer C
2023-05-30,Eggplant,28.23,Tambaram,Farmer J
2023-05-30,Capsicum,43.33,Tambaram,Farmer F
2023-05-31,Tomato,24.19,Potheri,Farmer F
2023-05-31,Potato,10.44,Guindy,Farmer C
2023-05-31,Onion,28.4,Anna Nagar,Farmer G
2023-05-31,Carrot,20.63,Tambaram,Farmer F
2023-05-31,Cabbage,14.33,Chromepet,Farmer I
2023-05-31,Spinach,7.17,Potheri,Farmer I
2023-05-31,Cauliflower,21.12,Velachery,Farmer F
2023-05-31,Broccoli,35.96,Thiruvanmiyur,Farmer G
2023-05-31,Eggplant,26.21,Chromepet,Farmer F
2023-05-31,Capsicum,36.97,Anna Nagar,Farmer F
2023-06-01,Tomato,19.17,Guindy,Farmer D
2023-06-01,Potato,13.37,Potheri,Farmer F
2023-06-01,Onion,29.2,T. Nagar,Farmer D
2023-06-01,Carrot,20.01,T. Nagar,Farmer F
2023-06-01,Cabbage,22.88,Guindy,Farmer J
2023-06-01,Spinach,13.97,Velachery,Farmer J
2023-06-01,Cauliflower,24.39,Kodambakkam,Farmer J
2023-06-01,Broccoli,32.94,Velachery,Farmer H
2023-06-01,Eggplant,26.5,T. Nagar,Farmer H
2023-06-01,Capsicum,38.16,Tambaram,Farmer A
2023-06-02,Tomato,24.98,Guindy,Farmer J
2023-06-02,Potato,10.18,Thiruvanmiyur,Farmer B
2023-06-02,Onion,27.75,Chromepet,Farmer J
2023-06-02,Carrot,29.34,Thiruvanmiyur,Farmer J
2023-06-02,Cabbage,15.78,T. Nagar,Farmer H
2023-06-02,Spinach,5.94,Adyar,Farmer J
2023-06-02,Cauliflower,18.56,Chromepet,Farmer A
2023-06-02,Broccoli,35.08,Adyar,Farmer B
2023-06-02,Eggplant,24.3,Guindy,Farmer G
2023-06-02,Capsicum,35.17,Kodambakkam,Farmer H
2023-06-03,Tomato,18.5,Kodambakkam,Farmer E
2023-06-03,Potato,16.89,Velachery,Farmer E
2023-06-03,Onion,32.93,T. Nagar,Farmer G
2023-06-03,Carrot,27.28,Tambaram,Farmer F
2023-06-03,Cabbage,15.33,Adyar,Farmer D
2023-06-03,Spinach,8.24,Chromepet,Farmer B
2023-06-03,Cauliflower,18.88,Tambaram,Farmer J
2023-06-03,Broccoli,39.88,T. Nagar,Farmer F
2023-06-03,Eggplant,28.85,Chromepet,Farmer I
2023-06-03,Capsicum,35.08,Thiruvanmiyur,Farmer H
2023-06-04,Tomato,19.25,Guindy,Farmer C
2023-06-04,Potato,17.74,Guindy,Farmer A
2023-06-04,Onion,28.67,Guindy,Farmer J
2023-06-04,Carrot,20.87,Tambaram,Farmer G
2023-06-04,Cabbage,15.29,T. Nagar,Farmer F
2023-06-04,Spinach,11.72,Tambaram,Farmer D
2023-06-04,Cauliflower,20.72,Tambaram,Farmer J
2023-06-04,Broccoli,30.42,Adyar,Farmer F
2023-06-04,Eggplant,31.73,Thiruvanmiyur,Farmer C
2023-06-04,Capsicum,36.32,Tambaram,Farmer B
2023-06-05,Tomato,15.41,Adyar,Farmer J
2023-06-05,Potato,15.84,Adyar,Farmer H
2023-06-05,Onion,26.51,Chromepet,Farmer F
2023-06-05,Carrot,22.79,Potheri,Farmer J
2023-06-05,Cabbage,22.73,T. Nagar,Farmer B
2023-06-05,Spinach,14.62,Anna Nagar,Farmer G
2023-06-05,Cauliflower,26.97,Velachery,Farmer G
2023-06-05,Broccoli,39.51,Chromepet,Farmer J
2023-06-05,Eggplant,28.79,Adyar,Farmer J
2023-06-05,Capsicum,39.02,T. Nagar,Farmer E
2023-06-06,Tomato,16.16,Potheri,Farmer D
2023-06-06,Potato,17.73,Potheri,Farmer B
2023-06-06,Onion,32.86,Tambaram,Farmer D
2023-06-06,Carrot,29.61,Anna Nagar,Farmer C
2023-06-06,Cabbage,22.15,Thiruvanmiyur,Farmer B
2023-06-06,Spinach,8.51,Kodambakkam,Farmer B
2023-06-06,Cauliflower,24.11,Anna Nagar,Farmer I
2023-06-06,Broccoli,34.18,T. Nagar,Farmer E
2023-06-06,Eggplant,29.02,Chromepet,Farmer F
2023-06-06,Capsicum,38.64,Tambaram,Farmer B
2023-06-07,Tomato,20.77,Thiruvanmiyur,Farmer C
2023-06-07,Potato,11.18,Kodambakkam,Farmer E
2023-06-07,Onion,30.46,Guindy,Farmer C
2023-06-07,Carrot,25.99,Potheri,Farmer I
2023-06-07,Cabbage,20.09,T. Nagar,Farmer E
2023-06-07,Spinach,12.8,T. Nagar,Farmer J
2023-06-07,Cauliflower,24.37,Adyar,Farmer C
2023-06-07,Broccoli,31.46,Adyar,Farmer A
2023-06-07,Eggplant,32.57,Chromepet,Farmer H
2023-06-07,Capsicum,37.32,T. Nagar,Farmer I
2023-06-08,Tomato,16.41,Chromepet,Farmer C
2023-06-08,Potato,13.32,Adyar,Farmer I
2023-06-08,Onion,27.02,Adyar,Farmer A
2023-06-08,Carrot,25.01,Velachery,Farmer F
2023-06-08,Cabbage,13.95,Guindy,Farmer F
2023-06-08,Spinach,12.25,Tambaram,Farmer J
2023-06-08,Cauliflower,25.95,Velachery,Farmer G
2023-06-08,Broccoli,38.91,T. Nagar,Farmer H
2023-06-08,Eggplant,23.01,Potheri,Farmer G
2023-06-08,Capsicum,40.79,Thiruvanmiyur,Farmer C
2023-06-09,Tomato,20.52,Tambaram,Farmer A
2023-06-09,Potato,18.26,Kodambakkam,Farmer G
2023-06-09,Onion,27.67,Guindy,Farmer D
2023-06-09,Carrot,28.63,Guindy,Farmer B
2023-06-09,Cabbage,13.62,T. Nagar,Farmer E
2023-06-09,Spinach,9.62,T. Nagar,Farmer G
2023-06-09,Cauliflower,20.9,Thiruvanmiyur,Farmer F
2023-06-09,Broccoli,32.5,Thiruvanmiyur,Farmer B
2023-06-09,Eggplant,31.13,Anna Nagar,Farmer B
2023-06-09,Capsicum,43.89,Velachery,Farmer F
2023-06-10,Tomato,17.58,Guindy,Farmer H
2023-06-10,Potato,14.32,Adyar,Farmer C
2023-06-10,Onion,29.52,Kodambakkam,Farmer I
2023-06-10,Carrot,20.6,Guindy,Farmer D
2023-06-10,Cabbage,15.9,Velachery,Farmer D
2023-06-10,Spinach,14.16,Adyar,Farmer A
2023-06-10,Cauliflower,25.96,Chromepet,Farmer E
2023-06-10,Broccoli,36.33,Anna Nagar,Farmer G
2023-06-10,Eggplant,23.75,Velachery,Farmer E
2023-06-10,Capsicum,40.63,Potheri,Farmer H
2023-06-11,Tomato,16.1,Potheri,Farmer F
2023-06-11,Potato,15.69,Anna Nagar,Farmer F
2023-06-11,Onion,31.21,Chromepet,Farmer C
2023-06-11,Carrot,29.69,Velachery,Farmer E
2023-06-11,Cabbage,22.95,Anna Nagar,Farmer G
2023-06-11,Spinach,12.26,Guindy,Farmer C
2023-06-11,Cauliflower,17.68,Adyar,Farmer D
2023-06-11,Broccoli,33.33,Velachery,Farmer E
2023-06-11,Eggplant,25.16,Tambaram,Farmer J
2023-06-11,Capsicum,44.75,T. Nagar,Farmer I
2023-06-12,Tomato,15.33,Guindy,Farmer B
2023-06-12,Potato,19.18,Potheri,Farmer H
2023-06-12,Onion,32.32,Chromepet,Farmer B
2023-06-12,Carrot,27.66,Adyar,Farmer F
2023-06-12,Cabbage,17.93,Guindy,Farmer C
2023-06-12,Spinach,5.6,Kodambakkam,Farmer H
2023-06-12,Cauliflower,17.8,Tambaram,Farmer J
2023-06-12,Broccoli,31.21,Thiruvanmiyur,Farmer A
2023-06-12,Eggplant,29.78,Potheri,Farmer J
2023-06-12,Capsicum,38.23,Velachery,Farmer D
2023-06-13,Tomato,16.55,Kodambakkam,Farmer C
2023-06-13,Potato,18.13,Chromepet,Farmer A
2023-06-13,Onion,25.43,Potheri,Farmer C
2023-06-13,Carrot,21.82,Anna Nagar,Farmer J
2023-06-13,Cabbage,18.11,Adyar,Farmer C
2023-06-13,Spinach,5.97,Potheri,Farmer F
2023-06-13,Cauliflower,20.87,Thiruvanmiyur,Farmer H
2023-06-13,Broccoli,32.86,Tambaram,Farmer J
2023-06-13,Eggplant,29.1,Thiruvanmiyur,Farmer D
2023-06-13,Capsicum,44.17,Potheri,Farmer H
2023-06-14,Tomato,22.14,Adyar,Farmer F
2023-06-14,Potato,19.22,Thiruvanmiyur,Farmer J
2023-06-14,Onion,27.97,Velachery,Farmer A
2023-06-14,Carrot,22.31,Kodambakkam,Farmer C
2023-06-14,Cabbage,22.31,Velachery,Farmer A
2023-06-14,Spinach,13.72,Kodambakkam,Farmer C
2023-06-14,Cauliflower,24.13,Chromepet,Farmer G
2023-06-14,Broccoli,33.41,Tambaram,Farmer C
2023-06-14,Eggplant,30.87,Potheri,Farmer I
2023-06-14,Capsicum,40.16,Anna Nagar,Farmer H
2023-06-15,Tomato,24.93,Velachery,Farmer G
2023-06-15,Potato,10.87,Kodambakkam,Farmer J
2023-06-15,Onion,32.73,Chromepet,Farmer F
2023-06-15,Carrot,28.47,T. Nagar,Farmer C
2023-06-15,Cabbage,18.73,Chromepet,Farmer A
2023-06-15,Spinach,6.89,Guindy,Farmer D
2023-06-15,Cauliflower,26.38,Chromepet,Farmer F
2023-06-15,Broccoli,37.42,T. Nagar,Farmer F
2023-06-15,Eggplant,25.22,Velachery,Farmer I
2023-06-15,Capsicum,40.25,Chromepet,Farmer E
2023-06-16,Tomato,19.0,Thiruvanmiyur,Farmer I
2023-06-16,Potato,16.37,Thiruvanmiyur,Farmer G
2023-06-16,Onion,30.46,Tambaram,Farmer I
2023-06-16,Carrot,20.23,Adyar,Farmer D
2023-06-16,Cabbage,19.42,Adyar,Farmer B
2023-06-16,Spinach,5.73,Anna Nagar,Farmer B
2023-06-16,Cauliflower,20.17,Adyar,Farmer J
2023-06-16,Broccoli,33.68,Potheri,Farmer D
2023-06-16,Eggplant,25.92,Chromepet,Farmer F
2023-06-16,Capsicum,36.27,Guindy,Farmer C
2023-06-17,Tomato,21.85,Potheri,Farmer H
2023-06-17,Potato,12.12,Guindy,Farmer D
2023-06-17,Onion,34.61,Tambaram,Farmer E
2023-06-17,Carrot,26.86,Adyar,Farmer G
2023-06-17,Cabbage,22.51,Tambaram,Farmer G
2023-06-17,Spinach,7.72,Anna Nagar,Farmer F
2023-06-17,Cauliflower,25.77,Adyar,Farmer H
2023-06-17,Broccoli,30.24,Guindy,Farmer D
2023-06-17,Eggplant,32.04,Adyar,Farmer G
2023-06-17,Capsicum,37.11,Tambaram,Farmer G
2023-06-18,Tomato,16.43,Anna Nagar,Farmer E
2023-06-18,Potato,10.89,Adyar,Farmer I
2023-06-18,Onion,33.64,Kodambakkam,Farmer H
2023-06-18,Carrot,23.03,T. Nagar,Farmer G
2023-06-18,Cabbage,19.36,Potheri,Farmer D
2023-06-18,Spinach,7.9,T. Nagar,Farmer E
2023-06-18,Cauliflower,18.53,Adyar,Farmer B
2023-06-18,Broccoli,38.45,Chromepet,Farmer B
2023-06-18,Eggplant,30.4,Thiruvanmiyur,Farmer C
2023-06-18,Capsicum,43.11,Adyar,Farmer F
2023-06-19,Tomato,16.25,T. Nagar,Farmer D
2023-06-19,Potato,12.32,Thiruvanmiyur,Farmer J
2023-06-19,Onion,30.92,T. Nagar,Farmer A
2023-06-19,Carrot,20.14,Tambaram,Farmer B
2023-06-19,Cabbage,17.34,Guindy,Farmer F
2023-06-19,Spinach,11.74,Potheri,Farmer E
2023-06-19,Cauliflower,20.63,Adyar,Farmer F
2023-06-19,Broccoli,31.8,Velachery,Farmer I
2023-06-19,Eggplant,28.9,Guindy,Farmer I
2023-06-19,Capsicum,43.61,Tambaram,Farmer E
2023-06-20,Tomato,22.9,Anna Nagar,Farmer J
2023-06-20,Potato,10.23,Anna Nagar,Farmer E
2023-06-20,Onion,26.78,Kodambakkam,Farmer B
2023-06-20,Carrot,20.8,Chromepet,Farmer H
2023-06-20,Cabbage,21.39,Kodambakkam,Farmer A
2023-06-20,Spinach,10.1,T. Nagar,Farmer H
2023-06-20,Cauliflower,23.47,T. Nagar,Farmer G
2023-06-20,Broccoli,30.55,Adyar,Farmer B
2023-06-20,Eggplant,25.01,Thiruvanmiyur,Farmer B
2023-06-20,Capsicum,38.54,Potheri,Farmer J
2023-06-21,Tomato,18.88,T. Nagar,Farmer H
2023-06-21,Potato,11.46,Adyar,Farmer J
2023-06-21,Onion,27.93,Guindy,Farmer G
2023-06-21,Carrot,25.21,Potheri,Farmer I
2023-06-21,Cabbage,22.91,Chromepet,Farmer A
2023-06-21,Spinach,7.95,Velachery,Farmer J
2023-06-21,Cauliflower,18.3,T. Nagar,Farmer J
2023-06-21,Broccoli,32.59,Potheri,Farmer B
2023-06-21,Eggplant,28.12,Potheri,Farmer G
2023-06-21,Capsicum,43.23,Anna Nagar,Farmer G
2023-06-22,Tomato,16.28,T. Nagar,Farmer J
2023-06-22,Potato,19.27,Anna Nagar,Farmer E
2023-06-22,Onion,32.66,Tambaram,Farmer H
2023-06-22,Carrot,29.64,Adyar,Farmer A
2023-06-22,Cabbage,21.05,T. Nagar,Farmer F
2023-06-22,Spinach,10.63,Kodambakkam,Farmer F
2023-06-22,Cauliflower,25.46,Potheri,Farmer I
2023-06-22,Broccoli,30.36,Tambaram,Farmer F
2023-06-22,Eggplant,29.1,Potheri,Farmer C
2023-06-22,Capsicum,42.22,Thiruvanmiyur,Farmer J
2023-06-23,Tomato,20.4,Chromepet,Farmer I
2023-06-23,Potato,16.77,Anna Nagar,Farmer C
2023-06-23,Onion,25.95,Kodambakkam,Farmer B
2023-06-23,Carrot,21.2,T. Nagar,Farmer F
2023-06-23,Cabbage,22.99,Adyar,Farmer F
2023-06-23,Spinach,13.31,Anna Nagar,Farmer A
2023-06-23,Cauliflower,20.43,Velachery,Farmer A
2023-06-23,Broccoli,39.8,Tambaram,Farmer B
2023-06-23,Eggplant,30.89,Kodambakkam,Farmer G
2023-06-23,Capsicum,40.66,Anna Nagar,Farmer H
2023-06-24,Tomato,21.9,T. Nagar,Farmer H
2023-06-24,Potato,16.36,Guindy,Farmer A
2023-06-24,Onion,29.69,Potheri,Farmer A
2023-06-24,Carrot,23.81,T. Nagar,Farmer H
2023-06-24,Cabbage,20.48,Tambaram,Farmer C
2023-06-24,Spinach,6.06,Kodambakkam,Farmer J
2023-06-24,Cauliflower,20.07,Chromepet,Farmer I
2023-06-24,Broccoli,34.27,Thiruvanmiyur,Farmer A
2023-06-24,Eggplant,31.04,Guindy,Farmer F
2023-06-24,Capsicum,44.89,Adyar,Farmer J
2023-06-25,Tomato,15.48,Adyar,Farmer F
2023-06-25,Potato,15.48,Tambaram,Farmer A
2023-06-25,Onion,28.53,Anna Nagar,Farmer A
2023-06-25,Carrot,28.52,Thiruvanmiyur,Farmer A
2023-06-25,Cabbage,14.22,Kodambakkam,Farmer H
2023-06-25,Spinach,14.1,Anna Nagar,Farmer E
2023-06-25,Cauliflower,24.03,Thiruvanmiyur,Farmer E
2023-06-25,Broccoli,31.59,Potheri,Farmer F
2023-06-25,Eggplant,27.28,Velachery,Farmer H
2023-06-25,Capsicum,36.57,Tambaram,Farmer D
2023-06-26,Tomato,16.84,Thiruvanmiyur,Farmer D
2023-06-26,Potato,10.62,T. Nagar,Farmer E
2023-06-26,Onion,32.91,Guindy,Farmer H
2023-06-26,Carrot,20.25,Guindy,Farmer E
2023-06-26,Cabbage,16.95,Velachery,Farmer G
2023-06-26,Spinach,11.32,Guindy,Farmer H
2023-06-26,Cauliflower,24.98,Kodambakkam,Farmer J
2023-06-26,Broccoli,37.11,Potheri,Farmer E
2023-06-26,Eggplant,25.82,Kodambakkam,Farmer J
2023-06-26,Capsicum,44.59,Velachery,Farmer I
2023-06-27,Tomato,23.71,Thiruvanmiyur,Farmer F
2023-06-27,Potato,19.94,Velachery,Farmer B
2023-06-27,Onion,32.23,Chromepet,Farmer F
2023-06-27,Carrot,26.72,Guindy,Farmer J
2023-06-27,Cabbage,15.23,Tambaram,Farmer A
2023-06-27,Spinach,8.91,Thiruvanmiyur,Farmer I
2023-06-27,Cauliflower,22.47,T. Nagar,Farmer B
2023-06-27,Broccoli,31.13,T. Nagar,Farmer G
2023-06-27,Eggplant,25.92,T. Nagar,Farmer B
2023-06-27,Capsicum,44.81,Anna Nagar,Farmer I
2023-06-28,Tomato,19.98,Velachery,Farmer B
2023-06-28,Potato,19.38,Potheri,Farmer E
2023-06-28,Onion,27.12,Kodambakkam,Farmer B
2023-06-28,Carrot,25.35,Adyar,Farmer F
2023-06-28,Cabbage,18.74,Velachery,Farmer F
2023-06-28,Spinach,7.45,Velachery,Farmer J
2023-06-28,Cauliflower,26.3,T. Nagar,Farmer A
2023-06-28,Broccoli,36.8,Adyar,Farmer E
2023-06-28,Eggplant,23.63,Kodambakkam,Farmer I
2023-06-28,Capsicum,35.03,Potheri,Farmer H
2023-06-29,Tomato,16.37,Thiruvanmiyur,Farmer F
2023-06-29,Potato,13.33,Anna Nagar,Farmer E
2023-06-29,Onion,30.81,Tambaram,Farmer A
2023-06-29,Carrot,29.38,Adyar,Farmer D
2023-06-29,Cabbage,20.15,Chromepet,Farmer J
2023-06-29,Spinach,14.89,T. Nagar,Farmer J
2023-06-29,Cauliflower,25.24,Thiruvanmiyur,Farmer F
2023-06-29,Broccoli,32.48,Guindy,Farmer C
2023-06-29,Eggplant,30.07,Velachery,Farmer F
2023-06-29,Capsicum,41.47,Guindy,Farmer H
2023-06-30,Tomato,18.01,Kodambakkam,Farmer I
2023-06-30,Potato,12.19,Anna Nagar,Farmer H
2023-06-30,Onion,33.72,Guindy,Farmer G
2023-06-30,Carrot,26.41,Tambaram,Farmer C
2023-06-30,Cabbage,22.46,Anna Nagar,Farmer G
2023-06-30,Spinach,9.63,Velachery,Farmer I
2023-06-30,Cauliflower,26.13,Potheri,Farmer F
2023-06-30,Broccoli,39.68,Velachery,Farmer H
2023-06-30,Eggplant,29.96,Potheri,Farmer I
2023-06-30,Capsicum,39.98,Adyar,Farmer B
2023-07-01,Tomato,21.86,Chromepet,Farmer A
2023-07-01,Potato,14.36,Potheri,Farmer D
2023-07-01,Onion,27.3,T. Nagar,Farmer A
2023-07-01,Carrot,20.73,Anna Nagar,Farmer E
2023-07-01,Cabbage,14.43,Guindy,Farmer B
2023-07-01,Spinach,13.23,Velachery,Farmer I
2023-07-01,Cauliflower,19.65,Adyar,Farmer A
2023-07-01,Broccoli,38.09,Potheri,Farmer C
2023-07-01,Eggplant,32.08,Adyar,Farmer H
2023-07-01,Capsicum,44.24,Guindy,Farmer B
2023-07-02,Tomato,17.46,Thiruvanmiyur,Farmer F
2023-07-02,Potato,15.85,Kodambakkam,Farmer J
2023-07-02,Onion,28.53,Potheri,Farmer B
2023-07-02,Carrot,27.97,Guindy,Farmer A
2023-07-02,Cabbage,13.14,Chromepet,Farmer E
2023-07-02,Spinach,7.33,Velachery,Farmer H
2023-07-02,Cauliflower,18.8,Kodambakkam,Farmer D
2023-07-02,Broccoli,31.77,T. Nagar,Farmer E
2023-07-02,Eggplant,29.12,Chromepet,Farmer I
2023-07-02,Capsicum,43.96,Adyar,Farmer H
2023-07-03,Tomato,23.07,Thiruvanmiyur,Farmer C
2023-07-03,Potato,17.6,Potheri,Farmer H
2023-07-03,Onion,31.55,Tambaram,Farmer A
2023-07-03,Carrot,28.65,Tambaram,Farmer B
2023-07-03,Cabbage,15.57,Guindy,Farmer C
2023-07-03,Spinach,9.04,Velachery,Farmer C
2023-07-03,Cauliflower,20.71,Potheri,Farmer C
2023-07-03,Broccoli,34.34,Adyar,Farmer H
2023-07-03,Eggplant,32.45,Guindy,Farmer I
2023-07-03,Capsicum,36.03,Chromepet,Farmer C
2023-07-04,Tomato,24.96,Thiruvanmiyur,Farmer H
2023-07-04,Potato,18.6,Velachery,Farmer I
2023-07-04,Onion,29.75,Kodambakkam,Farmer B
2023-07-04,Carrot,22.48,Kodambakkam,Farmer E
2023-07-04,Cabbage,22.12,Thiruvanmiyur,Farmer C
2023-07-04,Spinach,11.15,Tambaram,Farmer G
2023-07-04,Cauliflower,19.48,Chromepet,Farmer H
2023-07-04,Broccoli,33.54,Anna Nagar,Farmer F
2023-07-04,Eggplant,30.93,Potheri,Farmer E
2023-07-04,Capsicum,44.92,Tambaram,Farmer J
2023-07-05,Tomato,24.59,Velachery,Farmer E
2023-07-05,Potato,12.55,Anna Nagar,Farmer H
2023-07-05,Onion,26.76,Guindy,Farmer J
2023-07-05,Carrot,28.51,Adyar,Farmer G
2023-07-05,Cabbage,15.63,Potheri,Farmer J
2023-07-05,Spinach,14.39,Anna Nagar,Farmer G
2023-07-05,Cauliflower,19.79,Chromepet,Farmer H
2023-07-05,Broccoli,34.78,Thiruvanmiyur,Farmer H
2023-07-05,Eggplant,28.96,Potheri,Farmer A
2023-07-05,Capsicum,41.64,Guindy,Farmer E
2023-07-06,Tomato,18.02,Kodambakkam,Farmer C
2023-07-06,Potato,17.99,Potheri,Farmer G
2023-07-06,Onion,31.56,Chromepet,Farmer H
2023-07-06,Carrot,29.79,Thiruvanmiyur,Farmer D
2023-07-06,Cabbage,16.66,Guindy,Farmer A
2023-07-06,Spinach,13.81,Anna Nagar,Farmer F
2023-07-06,Cauliflower,21.1,Potheri,Farmer C
2023-07-06,Broccoli,35.01,Tambaram,Farmer G
2023-07-06,Eggplant,29.71,Potheri,Farmer C
2023-07-06,Capsicum,36.01,Velachery,Farmer E
2023-07-07,Tomato,17.67,Velachery,Farmer A
2023-07-07,Potato,16.51,Kodambakkam,Farmer C
2023-07-07,Onion,32.07,Anna Nagar,Farmer I
2023-07-07,Carrot,27.22,Kodambakkam,Farmer E
2023-07-07,Cabbage,21.13,Adyar,Farmer I
2023-07-07,Spinach,10.6,Adyar,Farmer B
2023-07-07,Cauliflower,18.48,Adyar,Farmer D
2023-07-07,Broccoli,37.56,T. Nagar,Farmer F
2023-07-07,Eggplant,27.99,Adyar,Farmer J
2023-07-07,Capsicum,42.06,Potheri,Farmer G
2023-07-08,Tomato,22.88,Tambaram,Farmer E
2023-07-08,Potato,19.24,Thiruvanmiyur,Farmer B
2023-07-08,Onion,31.24,Kodambakkam,Farmer F
2023-07-08,Carrot,26.83,Tambaram,Farmer A
2023-07-08,Cabbage,14.86,Chromepet,Farmer F
2023-07-08,Spinach,5.3,Adyar,Farmer J
2023-07-08,Cauliflower,20.37,Adyar,Farmer G
2023-07-08,Broccoli,30.81,Tambaram,Farmer I
2023-07-08,Eggplant,32.42,Guindy,Farmer D
2023-07-08,Capsicum,39.35,Potheri,Farmer G
2023-07-09,Tomato,23.6,Anna Nagar,Farmer E
2023-07-09,Potato,17.05,Velachery,Farmer H
2023-07-09,Onion,27.22,Kodambakkam,Farmer G
2023-07-09,Carrot,27.97,T. Nagar,Farmer E
2023-07-09,Cabbage,15.52,Tambaram,Farmer H
2023-07-09,Spinach,12.42,Kodambakkam,Farmer G
2023-07-09,Cauliflower,19.73,Anna Nagar,Farmer D
2023-07-09,Broccoli,37.22,Guindy,Farmer E
2023-07-09,Eggplant,30.13,Guindy,Farmer G
2023-07-09,Capsicum,37.56,Velachery,Farmer J
2023-07-10,Tomato,23.02,Chromepet,Farmer J
2023-07-10,Potato,10.94,Anna Nagar,Farmer E
2023-07-10,Onion,25.46,Potheri,Farmer H
2023-07-10,Carrot,22.75,Velachery,Farmer H
2023-07-10,Cabbage,16.17,Kodambakkam,Farmer A
2023-07-10,Spinach,6.71,Anna Nagar,Farmer J
2023-07-10,Cauliflower,26.79,Tambaram,Farmer D
2023-07-10,Broccoli,38.37,Chromepet,Farmer A
2023-07-10,Eggplant,27.86,Tambaram,Farmer F
2023-07-10,Capsicum,39.28,Potheri,Farmer F
2023-07-11,Tomato,19.76,Thiruvanmiyur,Farmer H
2023-07-11,Potato,13.74,Adyar,Farmer C
2023-07-11,Onion,33.17,Anna Nagar,Farmer J
2023-07-11,Carrot,21.84,Tambaram,Farmer J
2023-07-11,Cabbage,20.02,Chromepet,Farmer C
2023-07-11,Spinach,11.49,Adyar,Farmer H
2023-07-11,Cauliflower,19.47,Potheri,Farmer F
2023-07-11,Broccoli,35.41,Anna Nagar,Farmer I
2023-07-11,Eggplant,24.48,T. Nagar,Farmer G
2023-07-11,Capsicum,44.05,Guindy,Farmer I
2023-07-12,Tomato,15.86,Kodambakkam,Farmer G
2023-07-12,Potato,14.76,Chromepet,Farmer H
2023-07-12,Onion,30.57,Tambaram,Farmer D
2023-07-12,Carrot,25.61,Chromepet,Farmer C
2023-07-12,Cabbage,17.77,Adyar,Farmer F
2023-07-12,Spinach,13.71,Velachery,Farmer J
2023-07-12,Cauliflower,18.37,Kodambakkam,Farmer D
2023-07-12,Broccoli,38.53,Potheri,Farmer G
2023-07-12,Eggplant,24.82,Tambaram,Farmer G
